a,b,relationship,weight
TEL,ANSS,pearson,797.1400265316693
TEL,APA,pearson,699.3204203858456
TEL,APD,pearson,619.7880766915124
TEL,APH,pearson,756.5585102220028
TEL,APO,pearson,743.7307312769873
TEL,APTV,pearson,756.6482588348734
TEL,AVB,pearson,608.7621086880267
TEL,AVGO,pearson,623.8110743284161
TEL,AXP,pearson,811.6725753529716
TEL,BA,pearson,653.8034556397052
TEL,BAC,pearson,676.024867277058
TEL,BBY,pearson,678.4090798731779
TEL,BEN,pearson,615.3199162980133
TEL,BK,pearson,719.0686535461905
TEL,BKNG,pearson,642.6002596637302
TEL,BKR,pearson,670.6952421661651
TEL,BLK,pearson,729.2955971939822
TEL,BR,pearson,658.642392379438
TEL,BSX,pearson,609.6753631968235
TEL,BX,pearson,747.262508994791
TEL,BXP,pearson,611.7237685610594
TEL,C,pearson,745.6116803247124
TEL,CARR,pearson,777.8525460999039
TEL,CAT,pearson,761.9999610138822
TEL,CBRE,pearson,656.4697334922943
TEL,CCL,pearson,621.3004114617783
TEL,CDNS,pearson,674.3240764464016
TEL,CDW,pearson,742.7818975821631
TEL,CFG,pearson,720.4133722424444
TEL,CMI,pearson,787.6233204096629
TEL,COF,pearson,773.8784928370976
TEL,COP,pearson,645.8862434940941
TEL,CPAY,pearson,742.0528380456998
TEL,CSCO,pearson,826.4265492011267
TEL,CSGP,pearson,667.290983974334
TEL,CSX,pearson,646.3957076794197
TEL,CTRA,pearson,659.6088976986289
TEL,CTSH,pearson,669.4258309811848
TEL,CTVA,pearson,618.8576325410766
TEL,CVX,pearson,651.9079802085572
TEL,CZR,pearson,663.4752131481264
TEL,DAL,pearson,624.6611895262436
TEL,DASH,pearson,662.0633815146447
TEL,DAY,pearson,639.1155949507373
TEL,DD,pearson,746.6885453086635
TEL,DELL,pearson,725.5388770383167
TEL,DFS,pearson,712.1270319685156
TEL,DIS,pearson,748.1354355555422
TEL,DLR,pearson,617.203202722759
TEL,DOV,pearson,799.4125454470669
TEL,DOW,pearson,646.561514289031
TEL,DVN,pearson,719.6557574607928
TEL,EMN,pearson,643.6236618154215
TEL,EMR,pearson,818.1266706344991
TEL,EOG,pearson,675.675417309229
TEL,ETN,pearson,692.2172696249733
TEL,FANG,pearson,739.815261293775
TEL,FCX,pearson,723.0031202874948
TEL,FDS,pearson,608.939309815523
TEL,FFIV,pearson,664.930234800205
TEL,FI,pearson,637.4603832741531
TEL,FITB,pearson,686.76749345691
TEL,FOX,pearson,669.8099557818435
TEL,FOXA,pearson,672.1285468545057
TEL,FTNT,pearson,770.3367775254785
TEL,FTV,pearson,833.964663749729
TEL,GE,pearson,724.7775566225042
TEL,GEHC,pearson,742.4498015264676
TEL,GEN,pearson,774.3869787192822
TEL,GEV,pearson,608.8145592727853
TEL,GL,pearson,660.9913620626326
TEL,GLW,pearson,757.1353062901703
TEL,GPN,pearson,651.2899539702375
TEL,GRMN,pearson,641.0204591856534
TEL,GS,pearson,757.2815282304521
TEL,HAL,pearson,744.6781770902594
TEL,HBAN,pearson,763.9353367339371
TEL,HES,pearson,672.8262635778418
TEL,HLT,pearson,637.6480723000193
TEL,HON,pearson,630.2209620964607
TEL,HPE,pearson,672.7458964443798
TEL,HPQ,pearson,712.5752287151432
TEL,HST,pearson,746.9390357904257
TEL,HUBB,pearson,726.6000419271152
TEL,HWM,pearson,727.6254009478876
TEL,IP,pearson,678.6432415100721
TEL,IQV,pearson,621.5009173077995
TEL,IR,pearson,752.3410494409474
TEL,ISRG,pearson,669.7670885795187
TEL,ITW,pearson,752.6293663343057
TEL,IVZ,pearson,671.1333707646729
TEL,J,pearson,807.1837806533473
TEL,JBL,pearson,780.3944282789541
TEL,JCI,pearson,712.8243716644225
TEL,JPM,pearson,721.5904424444793
TEL,KEY,pearson,664.8898929566983
TEL,KEYS,pearson,758.4615908210554
TEL,KIM,pearson,657.574221381373
TEL,KKR,pearson,708.6494069070862
TEL,KLAC,pearson,815.5488644589063
TEL,LII,pearson,645.8372422657035
TEL,LRCX,pearson,814.5419421842405
TEL,LYB,pearson,672.3566397567593
TEL,MA,pearson,653.9919404494374
TEL,MAR,pearson,706.3268915341258
TEL,MAS,pearson,694.7287001410813
TEL,MCHP,pearson,753.5713472570721
TEL,MCO,pearson,765.3276109877584
TEL,MET,pearson,754.1028220103582
TEL,META,pearson,682.5696307501954
TEL,MGM,pearson,676.306848767571
TEL,MHK,pearson,669.8702641451135
TEL,MMM,pearson,734.5164591720842
TEL,MPC,pearson,640.9488464077417
TEL,MPWR,pearson,758.0394895821964
TEL,MS,pearson,717.7376046687367
TEL,MSCI,pearson,667.1587401403103
TEL,MSFT,pearson,622.9713944838198
TEL,MTB,pearson,704.9771211462546
TEL,MTD,pearson,640.8323891333622
TEL,MU,pearson,741.5876672285132
TEL,NDAQ,pearson,758.5082723310297
TEL,NDSN,pearson,768.6096138942015
TEL,NFLX,pearson,641.050411013233
TEL,NRG,pearson,631.055576497436
TEL,NSC,pearson,713.9956143267648
TEL,NTRS,pearson,772.8261748861271
TEL,NUE,pearson,676.4273898252148
TEL,NVDA,pearson,660.5955456052995
TEL,NWS,pearson,637.3724732579363
TEL,NWSA,pearson,615.6701136494128
TEL,NXPI,pearson,740.5012687934634
TEL,ODFL,pearson,605.1974023816667
TEL,OKE,pearson,660.2128035970013
TEL,ON,pearson,706.1803088617168
TEL,ORCL,pearson,711.5828477811858
TEL,OXY,pearson,685.4904678224772
TEL,PANW,pearson,707.6604132954357
TEL,PAYC,pearson,629.3628765682718
TEL,PCAR,pearson,665.3078446441572
TEL,PFG,pearson,781.1541601607836
TEL,PH,pearson,837.446399429167
TEL,PKG,pearson,615.2543395721588
TEL,PLD,pearson,631.9165040369567
TEL,PNC,pearson,693.8433773120952
TEL,PNR,pearson,737.6589678444351
TEL,PODD,pearson,621.06853960144
TEL,PPG,pearson,683.2896260726361
TEL,PRU,pearson,695.7014278766551
TEL,PSX,pearson,683.6423815957697
TEL,PTC,pearson,616.3382580058203
TEL,QCOM,pearson,826.0009978957773
TEL,RF,pearson,733.1990411462677
TEL,RJF,pearson,719.5356602665736
TEL,RL,pearson,671.8751611962778
TEL,ROK,pearson,726.2389897728694
TEL,RVTY,pearson,647.2438629372388
TEL,SBUX,pearson,626.3295185235878
TEL,SCHW,pearson,642.4364501218671
TEL,SHW,pearson,612.5630740914003
TEL,SLB,pearson,664.6683976698408
TEL,SNA,pearson,673.7820819630479
TEL,SNPS,pearson,738.477622656073
TEL,SPG,pearson,688.11558593199
TEL,SPGI,pearson,651.7630499100816
TEL,STLD,pearson,696.4419986659725
TEL,STT,pearson,710.2125725792894
TEL,STX,pearson,845.6203338427513
TEL,SW,pearson,737.7899253324783
TEL,SWK,pearson,746.1992309268189
TEL,SYF,pearson,789.9665528900194
TEL,SYK,pearson,606.3198603437276
TEL,TDY,pearson,762.5837237134712
TER,ADI,pearson,649.2683388840645
TER,AMAT,pearson,670.4546356533482
TER,AMD,pearson,605.0927712731805
TER,BKNG,pearson,603.0775528327786
TER,BX,pearson,634.0485920278006
TER,CARR,pearson,626.0788698963797
TER,CMI,pearson,629.903595715245
TER,CSCO,pearson,658.8803904871612
TER,CSGP,pearson,609.3495441445872
TER,JBL,pearson,641.1523567087934
TER,KLAC,pearson,712.0344710758437
TER,LRCX,pearson,642.7409433977894
TER,MCHP,pearson,612.1760004365174
TER,MPWR,pearson,675.4864786084668
TER,MSFT,pearson,625.1734933085908
TER,NVDA,pearson,609.8093238524617
TER,NXPI,pearson,617.3026299800355
TER,ON,pearson,618.8459210451159
TER,PAYC,pearson,601.1008665473347
TER,QCOM,pearson,631.8285200549881
TER,TEL,pearson,664.5862306376813
TFC,A,pearson,639.6327772250719
TFC,AAPL,pearson,688.9998936470656
TFC,ADI,pearson,696.2729225811753
TFC,ADSK,pearson,615.2501505174176
TFC,ALB,pearson,627.7587457314104
TFC,ALGN,pearson,634.6568911484638
TFC,AMD,pearson,619.3869457864741
TFC,AME,pearson,689.6859364647562
TFC,AMP,pearson,764.1119939803683
TFC,AMZN,pearson,714.2023560319816
TFC,ANSS,pearson,666.4581279299794
TFC,APA,pearson,671.0529391937558
TFC,APD,pearson,622.7530225174834
TFC,APO,pearson,791.6839709712028
TFC,APTV,pearson,655.8434949724685
TFC,ARE,pearson,602.806340333318
TFC,AVB,pearson,690.1991082551162
TFC,AXP,pearson,846.1102825381456
TFC,BA,pearson,679.2791026496712
TFC,BAC,pearson,856.5179527592666
TFC,BBY,pearson,682.1814852348679
TFC,BEN,pearson,616.000450003044
TFC,BK,pearson,794.2790214670172
TFC,BKNG,pearson,633.5025983408817
TFC,BKR,pearson,688.7424608619103
TFC,BLK,pearson,786.5728015971455
TFC,BR,pearson,622.5308863365784
TFC,BRK-B,pearson,638.4966526729308
TFC,BSX,pearson,621.3501644969494
TFC,BX,pearson,792.667841902923
TFC,BXP,pearson,681.6554745286305
TFC,C,pearson,879.9027206163626
TFC,CARR,pearson,611.0332064791563
TFC,CAT,pearson,676.4332708836299
TFC,CBRE,pearson,740.5442240075106
TFC,CCL,pearson,766.5666351912861
TFC,CDW,pearson,691.9516722240471
TFC,CFG,pearson,929.1342119732498
TFC,CMI,pearson,702.9164800228228
TFC,COF,pearson,812.8296004770448
TFC,COP,pearson,710.1717354466134
TFC,CPAY,pearson,814.4521670734003
TFC,CPT,pearson,605.6194708362951
TFC,CSCO,pearson,690.8989308360399
TFC,CSGP,pearson,639.1399365164746
TFC,CSX,pearson,660.8979650379848
TFC,CTSH,pearson,620.5400401169821
TFC,CTVA,pearson,635.9392730552293
TFC,CVX,pearson,689.1325456672358
TFC,CZR,pearson,676.9521139817851
TFC,DAL,pearson,663.8945809550626
TFC,DASH,pearson,680.6330864357124
TFC,DD,pearson,733.3065927282596
TFC,DE,pearson,643.5160406829926
TFC,DFS,pearson,756.4545111517921
TFC,DIS,pearson,772.3522765114926
TFC,DOV,pearson,775.7664514663758
TFC,DOW,pearson,639.6527983208957
TFC,DVN,pearson,706.8685173484606
TFC,DXCM,pearson,624.671026924396
TFC,EMN,pearson,676.0725460723728
TFC,EMR,pearson,773.3257555314306
TFC,EOG,pearson,641.1991651074802
TFC,EQR,pearson,691.7481100264839
TFC,ESS,pearson,654.7460411675675
TFC,FANG,pearson,741.5412792730286
TFC,FCX,pearson,641.1654923128071
TFC,FDS,pearson,602.6198081302804
TFC,FDX,pearson,695.9791274376275
TFC,FFIV,pearson,637.9366542391971
TFC,FI,pearson,702.5838465533863
TFC,FITB,pearson,935.9330703374778
TFC,FOX,pearson,717.8705619350153
TFC,FOXA,pearson,690.340646390728
TFC,FTNT,pearson,704.412234879596
TFC,FTV,pearson,797.1538035641515
TFC,GE,pearson,687.435895887409
TFC,GEN,pearson,668.2366267587737
TFC,GL,pearson,677.2152171908715
TFC,GLW,pearson,609.9620324527596
TFC,GPN,pearson,739.8824543925301
TFC,GRMN,pearson,677.1883122642356
TFC,GS,pearson,862.61248192009
TFC,HAL,pearson,792.723260849103
TFC,HBAN,pearson,935.103121771217
TFC,HES,pearson,721.8937129654416
TFC,HLT,pearson,689.2082846918851
TFC,HPQ,pearson,676.4929837038333
TFC,HST,pearson,717.4979681372229
TFC,HWM,pearson,734.3680875966888
TFC,IP,pearson,710.0338253743897
TFC,IR,pearson,643.8809448767845
TFC,ISRG,pearson,639.4613217381228
TFC,IT,pearson,619.767152658813
TFC,ITW,pearson,677.7958094313665
TFC,IVZ,pearson,776.3191978982005
TFC,J,pearson,669.4492232609167
TFC,JBL,pearson,694.6922336557695
TFC,JCI,pearson,653.4725293306966
TFC,JPM,pearson,832.3105121231524
TFC,KEY,pearson,899.7776698199367
TFC,KEYS,pearson,695.6091965749991
TFC,KIM,pearson,648.8654544231708
TFC,KKR,pearson,746.1188022328595
TFC,KLAC,pearson,678.5590189431948
TFC,KMX,pearson,659.7469621801533
TFC,LOW,pearson,614.8417853738634
TFC,LRCX,pearson,664.8559986616297
TFC,LUV,pearson,684.9503899782668
TFC,LYB,pearson,688.0798009453683
TFC,LYV,pearson,673.551753680129
TFC,MA,pearson,711.6344160420346
TFC,MAR,pearson,673.4385193996337
TFC,MAS,pearson,732.9394348585934
TFC,MCHP,pearson,733.6835655285495
TFC,MCO,pearson,740.0642568506255
TFC,MET,pearson,835.1681622027154
TFC,META,pearson,700.2459453861824
TFC,MHK,pearson,689.446306345578
TFC,MMM,pearson,742.6346075988745
TFC,MPC,pearson,734.763837199364
TFC,MS,pearson,838.3956635037434
TFC,MSCI,pearson,710.033367421184
TFC,MTB,pearson,906.9324958461575
TFC,MU,pearson,674.7940315591384
TFC,NCLH,pearson,734.3830792840902
TFC,NDAQ,pearson,756.2694402831578
TFC,NDSN,pearson,749.2790925726852
TFC,NSC,pearson,695.2323662958554
TFC,NTRS,pearson,833.0613435820167
TFC,NUE,pearson,710.5706492316727
TFC,NWS,pearson,654.1481215324239
TFC,NWSA,pearson,669.9653580350658
TFC,NXPI,pearson,701.3535460484617
TFC,ODFL,pearson,620.9529101344689
TFC,OKE,pearson,643.2632026737446
TFC,ON,pearson,635.7070250839839
TFC,OXY,pearson,646.638409934765
TFC,PANW,pearson,601.0568770733767
TFC,PCAR,pearson,612.6946927180954
TFC,PFG,pearson,783.709401111621
TFC,PH,pearson,827.3038679816661
TFC,PLD,pearson,620.0024191328998
TFC,PNC,pearson,912.0634882698313
TFC,PNR,pearson,750.3431579998011
TFC,PODD,pearson,601.3432720594076
TFC,PPG,pearson,620.2648418966556
TFC,PRU,pearson,830.9404527917144
TFC,PSX,pearson,755.4577922796535
TFC,QCOM,pearson,731.5975245678858
TFC,RCL,pearson,707.0200095360734
TFC,RF,pearson,883.9408990156165
TFC,RJF,pearson,796.5184127209386
TFC,RL,pearson,705.5002508918408
TFC,SBUX,pearson,712.2049197602403
TFC,SCHW,pearson,692.0167150919941
TFC,SLB,pearson,735.8669872360532
TFC,SNA,pearson,635.265022890816
TFC,SPG,pearson,754.2383272336559
TFC,SPGI,pearson,677.1500389112822
TFC,STLD,pearson,753.6299559649192
TFC,STT,pearson,790.5414077542051
TFC,STX,pearson,746.8069087164871
TFC,SW,pearson,688.7835732510976
TFC,SWK,pearson,720.3315522900992
TFC,SYF,pearson,855.0923047381971
TFC,SYK,pearson,622.1983195788757
TFC,TDY,pearson,626.5977478422794
TFC,TEL,pearson,713.5387951061012
TGT,AAPL,pearson,637.3320238255009
TGT,ALGN,pearson,612.0411388618295
TGT,AMZN,pearson,643.9451164812797
TGT,APTV,pearson,605.7801222217605
TGT,AVB,pearson,602.4301501141582
TGT,AXP,pearson,616.5521941522543
TGT,BBY,pearson,747.4390166167823
TGT,BLDR,pearson,677.3606261328144
TGT,BXP,pearson,626.0186359311817
TGT,CAT,pearson,609.9507577365114
TGT,CBRE,pearson,604.8347494375546
TGT,CDW,pearson,614.5747095396888
TGT,CFG,pearson,665.2898826868733
TGT,CPAY,pearson,628.5308449583181
TGT,CSX,pearson,622.8714980970303
TGT,CZR,pearson,617.3141685222956
TGT,DAL,pearson,643.3571942801477
TGT,DE,pearson,632.2969899474142
TGT,DIS,pearson,640.8845935402192
TGT,DLTR,pearson,670.2799382365013
TGT,DOV,pearson,625.8299057030547
TGT,DOW,pearson,609.1242353924662
TGT,DRI,pearson,634.1337647543758
TGT,EMN,pearson,617.748728185049
TGT,EMR,pearson,638.8816940374963
TGT,EXPD,pearson,685.0946447875489
TGT,F,pearson,665.1250991537872
TGT,FDX,pearson,738.29424650251
TGT,FITB,pearson,705.3686890202927
TGT,FOX,pearson,642.9688860184804
TGT,FOXA,pearson,626.9652079973902
TGT,FRT,pearson,674.3708489608925
TGT,FTV,pearson,694.926360088892
TGT,GRMN,pearson,624.0989144350601
TGT,HAL,pearson,624.931705986685
TGT,HAS,pearson,631.1836392826161
TGT,HBAN,pearson,666.3544771898238
TGT,HD,pearson,696.6985073699104
TGT,HPQ,pearson,652.1998509561721
TGT,HST,pearson,732.5736655134871
TGT,IR,pearson,624.601685658334
TGT,ITW,pearson,630.6193357998864
TGT,IVZ,pearson,632.5184559974449
TGT,JBHT,pearson,609.9959461843832
TGT,KEY,pearson,600.4571304397112
TGT,KEYS,pearson,608.9698136508226
TGT,KIM,pearson,691.5387502303496
TGT,KMX,pearson,649.1625332176986
TGT,LOW,pearson,735.6580866745447
TGT,LULU,pearson,625.6955814962527
TGT,LYB,pearson,686.1862331666151
TGT,MAS,pearson,754.7689297376826
TGT,MCHP,pearson,646.848523896237
TGT,MHK,pearson,680.2158515390665
TGT,MPC,pearson,611.1121801617247
TGT,MTB,pearson,679.4151749442043
TGT,MTD,pearson,608.366078608085
TGT,NCLH,pearson,626.0557202907672
TGT,NDSN,pearson,723.2554454990462
TGT,NKE,pearson,716.7677205956518
TGT,NSC,pearson,692.8873824377307
TGT,NTRS,pearson,645.1514880172158
TGT,NUE,pearson,612.2558408101135
TGT,NXPI,pearson,605.3312556003775
TGT,ODFL,pearson,675.260842356499
TGT,ON,pearson,616.2481419863948
TGT,OXY,pearson,601.4079646298414
TGT,PCAR,pearson,671.3927544792747
TGT,PFG,pearson,634.1497272392278
TGT,PH,pearson,629.4602711608003
TGT,PHM,pearson,611.779418591527
TGT,PLD,pearson,760.388624207374
TGT,PNC,pearson,673.0977918494832
TGT,PNR,pearson,649.972187244511
TGT,POOL,pearson,625.9427148629198
TGT,PPG,pearson,645.8307765427663
TGT,PRU,pearson,619.4330769062816
TGT,PSX,pearson,665.5519131850056
TGT,QCOM,pearson,618.4995130657912
TGT,RF,pearson,735.0396493916021
TGT,RL,pearson,658.750960593388
TGT,RVTY,pearson,621.9451058707746
TGT,SHW,pearson,677.0252744889361
TGT,SNA,pearson,667.1346992921925
TGT,SPG,pearson,685.4229916712957
TGT,STT,pearson,605.0266154051247
TGT,SW,pearson,630.3304766265029
TGT,SWK,pearson,788.0828507309146
TGT,SYF,pearson,633.850002842635
TGT,TFC,pearson,662.7136480430214
TJX,ADP,pearson,667.449963518131
TJX,BR,pearson,665.6043591451772
TJX,CMG,pearson,647.4555650335192
TJX,COST,pearson,653.3045376720688
TJX,CPRT,pearson,734.3392421271691
TJX,CTAS,pearson,636.5268609580016
TJX,DPZ,pearson,623.4544611523858
TJX,FRT,pearson,617.292056391478
TJX,GWW,pearson,602.0880428354305
TJX,HD,pearson,692.0983037920341
TJX,KIM,pearson,602.4847184869517
TJX,LOW,pearson,627.456556880991
TJX,MA,pearson,643.743887446075
TJX,MCO,pearson,665.5464150287869
TJX,MLM,pearson,617.1637677992132
TJX,NDAQ,pearson,649.4721370831909
TJX,ROL,pearson,676.9075700592971
TJX,ROP,pearson,605.8355714048106
TJX,ROST,pearson,755.3954336223009
TJX,SHW,pearson,709.4092081573726
TJX,SYK,pearson,628.3081650660947
TKO,APA,pearson,641.5879631389947
TKO,APO,pearson,663.8390216464192
TKO,BSX,pearson,660.5280420086951
TKO,BX,pearson,602.3636439434158
TKO,CBRE,pearson,629.8795054079076
TKO,CPAY,pearson,611.5240180883567
TKO,CRM,pearson,629.6844004418142
TKO,CRWD,pearson,601.093871120363
TKO,DASH,pearson,666.1128763142796
TKO,EQIX,pearson,633.563487128048
TKO,FTNT,pearson,641.2738597805796
TKO,GE,pearson,670.5252722335407
TKO,GS,pearson,656.3728907567137
TKO,HWM,pearson,644.6790080333677
TKO,ISRG,pearson,629.1002163218207
TKO,IVZ,pearson,629.0996221464341
TKO,JBL,pearson,601.4586717757996
TKO,LYV,pearson,614.2891970242588
TKO,META,pearson,682.4335317775829
TKO,MS,pearson,600.7017089247919
TKO,NFLX,pearson,600.8827913936258
TKO,PFG,pearson,603.7602149624404
TKO,PH,pearson,616.1124774126982
TKO,QCOM,pearson,618.6794651732831
TKO,SPG,pearson,660.6073284546175
TKO,STLD,pearson,605.2861227130259
TMO,A,pearson,817.6326876347098
TMO,ADI,pearson,617.1582515340572
TMO,ALLE,pearson,602.8260212130971
TMO,AME,pearson,638.4025207253846
TMO,ANSS,pearson,619.7062638695078
TMO,APD,pearson,645.8693121329497
TMO,AVB,pearson,690.4475119826936
TMO,AXP,pearson,603.1647061095141
TMO,BAX,pearson,627.1326932339697
TMO,BDX,pearson,685.6201104835466
TMO,BLK,pearson,607.9707020081011
TMO,BR,pearson,620.7385870650727
TMO,BXP,pearson,665.462621711597
TMO,CARR,pearson,605.6360232789092
TMO,CPAY,pearson,604.2623107037032
TMO,CPT,pearson,631.4867720370162
TMO,CSGP,pearson,640.9191917908063
TMO,DAL,pearson,620.6982789695709
TMO,DHR,pearson,700.1132558428249
TMO,DIS,pearson,605.0143011202281
TMO,DOC,pearson,661.7572859338638
TMO,DOV,pearson,637.8891607507279
TMO,EFX,pearson,630.0573071644935
TMO,EMR,pearson,607.8346551060786
TMO,EQR,pearson,663.6511864642787
TMO,ESS,pearson,642.4686702437957
TMO,EXR,pearson,618.4085319742228
TMO,FDS,pearson,694.5113249150972
TMO,FTV,pearson,609.2326089654931
TMO,GD,pearson,611.0110047509318
TMO,GEN,pearson,608.6992592309625
TMO,GPN,pearson,703.9584770898175
TMO,HON,pearson,655.4176824440823
TMO,IBM,pearson,646.1831599906969
TMO,IQV,pearson,753.7043799952639
TMO,IT,pearson,625.3615007588696
TMO,ITW,pearson,685.0782759370873
TMO,J,pearson,654.7606244110324
TMO,KIM,pearson,683.8344290499743
TMO,KLAC,pearson,604.2376596016458
TMO,LH,pearson,738.6797798029845
TMO,LIN,pearson,634.648099866112
TMO,LRCX,pearson,619.0918390541074
TMO,LVS,pearson,700.787827798983
TMO,MA,pearson,699.7751844955272
TMO,MAA,pearson,600.0380416732328
TMO,MAS,pearson,611.512646349905
TMO,MCO,pearson,614.5025244673873
TMO,MET,pearson,632.8746849897152
TMO,MMM,pearson,659.2392768490354
TMO,MSCI,pearson,602.9402705330582
TMO,MTD,pearson,840.0187117002406
TMO,NDAQ,pearson,607.7412293962129
TMO,NDSN,pearson,668.5720340403823
TMO,OMC,pearson,619.8222979948125
TMO,PFE,pearson,683.1516334454751
TMO,PH,pearson,667.0798402552407
TMO,PNR,pearson,626.1925125589353
TMO,PPG,pearson,619.1126452151299
TMO,QCOM,pearson,601.7643668547548
TMO,ROP,pearson,751.8705824533737
TMO,RTX,pearson,604.2199887823925
TMO,RVTY,pearson,828.6402382788243
TMO,SCHW,pearson,642.87776800349
TMO,SHW,pearson,633.6928020893458
TMO,SNA,pearson,614.4137741085101
TMO,STE,pearson,682.4270587729741
TMO,SWK,pearson,624.3310932148811
TMO,SYK,pearson,619.3084120973251
TMO,TDG,pearson,606.2124563334653
TMO,TDY,pearson,602.8030531804154
TMO,TECH,pearson,742.8876359119482
TMUS,ADM,pearson,606.6751957389575
TMUS,ADP,pearson,657.3483381897069
TMUS,MCD,pearson,609.7072155718417
TMUS,OTIS,pearson,619.9764779056532
TMUS,PGR,pearson,606.0926257780495
TMUS,T,pearson,619.580737449299
TPL,ADI,pearson,673.4163653977919
TPL,AMAT,pearson,702.3709968864573
TPL,AMD,pearson,700.0667584190991
TPL,AME,pearson,724.7189170443901
TPL,AMP,pearson,656.4673577316107
TPL,AMZN,pearson,678.3837884149933
TPL,ANET,pearson,608.144652269522
TPL,ANSS,pearson,706.0906660782074
TPL,APA,pearson,684.2084675928298
TPL,APH,pearson,712.453090801037
TPL,APO,pearson,775.641795199372
TPL,AVGO,pearson,692.7949796126522
TPL,AXP,pearson,756.1175091916688
TPL,BAC,pearson,648.6794122938968
TPL,BK,pearson,640.9383914563107
TPL,BKNG,pearson,607.9446354658064
TPL,BKR,pearson,832.4161635764412
TPL,BLK,pearson,638.6101507930716
TPL,BSX,pearson,635.7352258210252
TPL,BX,pearson,716.8904975915464
TPL,C,pearson,655.393209412006
TPL,CARR,pearson,678.3817188289139
TPL,CAT,pearson,625.3632333207985
TPL,CBRE,pearson,675.6583475019008
TPL,CDNS,pearson,672.7352483977368
TPL,CDW,pearson,734.2817105529805
TPL,CEG,pearson,675.281510018199
TPL,CFG,pearson,683.148247356406
TPL,CMI,pearson,809.6373280040486
TPL,COF,pearson,670.1496475698814
TPL,COP,pearson,694.0356307924402
TPL,CPAY,pearson,708.9142650455681
TPL,CRWD,pearson,655.4388275236986
TPL,CSCO,pearson,784.0509525141667
TPL,CSGP,pearson,636.2492026502214
TPL,CTRA,pearson,752.1012554984646
TPL,CVX,pearson,600.3340947496002
TPL,DASH,pearson,658.3482424466475
TPL,DD,pearson,689.140148020399
TPL,DELL,pearson,696.8376597837118
TPL,DFS,pearson,627.972267696413
TPL,DLR,pearson,700.6750344637519
TPL,DOV,pearson,751.5978072438301
TPL,DVN,pearson,720.7180698575461
TPL,EMN,pearson,620.26651971397
TPL,EMR,pearson,704.0787548585913
TPL,EOG,pearson,676.3534220297364
TPL,EQIX,pearson,683.3464453960527
TPL,EQT,pearson,723.1292202728611
TPL,ETN,pearson,714.3227987627914
TPL,EXE,pearson,654.0623446474533
TPL,FANG,pearson,767.8445161959153
TPL,FCX,pearson,690.860624562175
TPL,FFIV,pearson,666.7861001128896
TPL,FICO,pearson,606.8458877942932
TPL,FITB,pearson,636.8412527321735
TPL,FTNT,pearson,773.4006096260692
TPL,FTV,pearson,725.3572392799838
TPL,GE,pearson,692.7960903944629
TPL,GEN,pearson,660.3401770761743
TPL,GEV,pearson,684.2557595548113
TPL,GL,pearson,622.8179585560143
TPL,GLW,pearson,708.1030861024548
TPL,GPN,pearson,613.0150742040582
TPL,GS,pearson,694.7941474675017
TPL,HAL,pearson,761.5139115120961
TPL,HBAN,pearson,697.5050871909878
TPL,HES,pearson,652.5072822565814
TPL,HPE,pearson,604.1969348784297
TPL,HST,pearson,635.8219118745947
TPL,HUBB,pearson,691.0453343308175
TPL,HWM,pearson,825.3274977212201
TPL,IR,pearson,657.2119168204741
TPL,IRM,pearson,646.1611286222428
TPL,ISRG,pearson,689.4849514675183
TPL,IVZ,pearson,614.2855868831895
TPL,J,pearson,718.8191407297475
TPL,JBL,pearson,745.8442875175598
TPL,JCI,pearson,725.7759850931885
TPL,JPM,pearson,628.9126283618543
TPL,KEY,pearson,668.1932081354148
TPL,KEYS,pearson,671.7367782315155
TPL,KKR,pearson,684.9698670929096
TPL,KLAC,pearson,797.4467893956704
TPL,KMI,pearson,693.189907207746
TPL,LRCX,pearson,788.5737154733336
TPL,MAR,pearson,645.5584416570995
TPL,MCHP,pearson,643.8496509072726
TPL,MCO,pearson,601.6403484915247
TPL,MET,pearson,710.2155011777088
TPL,META,pearson,639.7164076397326
TPL,MMM,pearson,675.6774513159664
TPL,MPC,pearson,639.6611918048122
TPL,MPWR,pearson,721.9073528913364
TPL,MS,pearson,702.2449606928778
TPL,MTB,pearson,600.9834081312279
TPL,MU,pearson,820.9891492654891
TPL,NDAQ,pearson,695.5383378992587
TPL,NDSN,pearson,619.3827042693715
TPL,NRG,pearson,723.6203107951898
TPL,NTRS,pearson,633.99836020902
TPL,NUE,pearson,747.5681458635055
TPL,NVDA,pearson,684.8517093396327
TPL,NXPI,pearson,633.0066023726201
TPL,OKE,pearson,747.7932839362535
TPL,ORCL,pearson,636.5816645984492
TPL,OXY,pearson,650.9830363695582
TPL,PANW,pearson,649.8663010584752
TPL,PFG,pearson,698.6195965311992
TPL,PH,pearson,781.1795984043405
TPL,PNC,pearson,603.4099545768454
TPL,PNR,pearson,688.5888581885005
TPL,PODD,pearson,620.5770625819972
TPL,PRU,pearson,630.6769267673774
TPL,PSX,pearson,677.6178718142513
TPL,PTC,pearson,633.2764433100556
TPL,QCOM,pearson,789.5604771798454
TPL,RF,pearson,647.9090250870299
TPL,RJF,pearson,674.5033499550282
TPL,ROK,pearson,639.7972483999583
TPL,SLB,pearson,648.3322512293611
TPL,SNA,pearson,644.7891503395907
TPL,SNPS,pearson,692.593471252312
TPL,SPG,pearson,650.092949366898
